Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	GTPase activation	18	3.1523642732049035	9.035918623218307E-4	57569, 23637, 64786, 22930, 394, 28964, 9815, 57522, 5910, 9743, 125058, 84364, 23158, 120892, 84253, 84079, 10144, 23061	459	41	2353	2.250597800095648	0.25994599500929105	0.09547382739805887	1.2197275452909384
KEGG_PATHWAY	hsa04120:Ubiquitin mediated proteolysis	15	2.626970227670753	0.001381509820618293	8945, 8925, 8924, 55958, 51366, 7337, 55284, 7322, 63893, 8450, 23327, 51433, 9320, 9690, 6477	159	38	973	2.4155908639523336	0.23840899182648978	0.23840899182648978	1.7136351287421858
GOTERM_MF_DIRECT	GO:0005085~guanyl-nucleotide exchange factor activity	12	2.1015761821366024	0.0018500068620294137	6655, 23263, 22930, 201163, 7409, 9732, 5924, 84079, 23348, 8924, 7204, 57679	424	23	2177	2.6788351107465136	0.6897221803909931	0.3230079371797283	2.7167089734779215
UP_SEQ_FEATURE	domain:Cadherin 2	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_SEQ_FEATURE	domain:Cadherin 3	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_SEQ_FEATURE	domain:Cadherin 6	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_SEQ_FEATURE	domain:Cadherin 4	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_SEQ_FEATURE	domain:Cadherin 5	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_SEQ_FEATURE	domain:Cadherin 1	9	1.5761821366024518	0.0019289919897680875	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	457	14	2343	3.295873710534542	0.9504320196024463	0.5281539692037103	3.171041598081903
UP_KEYWORDS	Membrane	198	34.676007005253936	0.002874453205120592	56098, 65258, 51571, 10893, 747, 84079, 55852, 145567, 55227, 5361, 55361, 23505, 25, 51366, 5359, 8727, 23263, 4122, 7175, 5218, 2218, 84892, 123879, 80727, 5250, 64072, 55210, 2319, 4641, 57221, 8443, 124930, 1464, 51280, 324, 158747, 23001, 28231, 23284, 23385, 526, 374986, 1837, 2820, 10953, 200734, 55275, 54769, 2899, 2678, 56105, 8642, 57282, 284161, 4074, 10231, 4651, 55915, 64579, 5924, 23161, 78999, 6198, 9706, 9487, 4163, 85439, 84557, 55761, 8720, 8618, 56121, 1499, 23352, 80333, 30845, 4326, 54901, 26958, 9732, 23348, 10989, 120892, 56111, 7094, 10787, 2548, 10452, 2137, 10818, 4308, 8925, 54510, 9927, 5536, 730094, 288, 25829, 90701, 9931, 2650, 130507, 400745, 8396, 57020, 200576, 22983, 8394, 9743, 92293, 80036, 23061, 51439, 83891, 91010, 64137, 5144, 29979, 1128, 284339, 94005, 58513, 3416, 23190, 55069, 9429, 9378, 338567, 29966, 389432, 10184, 394, 2776, 80255, 23499, 91584, 11022, 81544, 1636, 84918, 85021, 2182, 5066, 781, 57633, 57534, 3782, 1047, 121665, 22933, 10397, 6262, 80146, 2195, 9101, 55284, 80142, 55717, 55681, 1138, 57732, 9955, 1139, 1136, 2713, 9293, 9818, 54867, 11188, 6653, 5789, 11276, 1889, 1954, 27253, 5189, 26100, 51061, 84749, 84364, 9854, 80762, 10902, 2028, 8897, 2040, 195814, 91608, 26503, 55576, 6857, 171586, 25851, 8001, 201232, 91949, 4919, 2531	459	877	2353	1.1573769758758692	0.6165596695735917	0.21309111754546184	3.832467153905328
INTERPRO	IPR020894:Cadherin conserved site	9	1.5761821366024518	0.0032692482809574164	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	447	15	2309	3.0993288590604022	0.9538035862371947	0.9538035862371947	5.002790714680739
UP_SEQ_FEATURE	domain:SH3	13	2.276707530647986	0.003719365797384487	27352, 84959, 9732, 25, 54440, 57524, 57522, 6709, 23499, 9743, 23263, 5335, 4356	457	28	2343	2.380353235386058	0.9969667558226742	0.6863960858788036	6.029407581785673
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	6	1.0507880910683012	0.004026372526793348	288, 8727, 10893, 324, 10397, 1499	424	7	2177	4.400943396226415	0.9219030378038947	0.4713618088538222	5.824501452334163
INTERPRO	IPR020683:Ankyrin repeat-containing domain	17	2.9772329246935203	0.004386450907808575	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 120892, 84079, 1612, 142689, 57182, 602, 142678, 55608	447	43	2309	2.042193434264606	0.9838839165478126	0.8730508627355531	6.657980039052269
UP_SEQ_FEATURE	repeat:ANK 3	15	2.626970227670753	0.0051401894529187414	26057, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	457	36	2343	2.136214442013129	0.9996707724702683	0.7372258193689247	8.241124428895441
GOTERM_BP_DIRECT	GO:0007165~signal transduction	43	7.530647985989491	0.0052406440997690195	1457, 8882, 8533, 5144, 8945, 1128, 288, 2977, 54472, 3631, 80762, 10902, 22920, 23098, 4074, 1138, 9378, 57569, 1139, 4651, 9392, 1136, 55852, 394, 55227, 57524, 57522, 8394, 9567, 6198, 9743, 5335, 5529, 9706, 4356, 4163, 54862, 10144, 29883, 1612, 1837, 6653, 80728	418	151	2164	1.4742545708038912	0.9999727061425461	0.9698915563789045	8.63798767475269
INTERPRO	IPR002126:Cadherin	9	1.5761821366024518	0.005451039891551297	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	447	16	2309	2.9056208053691273	0.9940983777563387	0.8192865533211503	8.210063784083733
GOTERM_BP_DIRECT	GO:0046854~phosphatidylinositol phosphorylation	8	1.4010507880910683	0.005504161422382028	8396, 10818, 145567, 7409, 55361, 200576, 23049, 8394	418	13	2164	3.1858667648141332	0.9999839327941547	0.936688137544259	9.05321170475365
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	34	5.954465849387041	0.005947163752039023	10818, 5250, 4308, 10893, 56121, 1128, 9201, 2899, 2195, 57282, 4326, 2028, 4074, 2040, 9378, 338567, 26503, 1464, 51280, 5361, 9293, 55361, 55576, 8001, 5359, 91584, 201232, 28231, 23284, 4356, 4919, 23385, 6653, 5789	435	113	2251	1.5569931848235175	0.9153708309114241	0.7090890701802768	8.021512422099274
INTERPRO	IPR002110:Ankyrin repeat	16	2.8021015761821366	0.006894552790566549	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	447	41	2309	2.0158236481693677	0.9984911474227385	0.8029113102750811	10.27602186027553
UP_SEQ_FEATURE	active site:Glycyl thioester intermediate	10	1.7513134851138354	0.008053568399413055	55284, 7322, 63893, 23327, 9320, 8925, 8924, 9690, 51366, 7337	457	20	2343	2.5634573304157544	0.9999965670343735	0.8342775478891851	12.624068707842317
SMART	SM00112:CA	9	1.5761821366024518	0.008073885150251741	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	276	15	1235	2.684782608695652	0.851186886974871	0.851186886974871	9.90337603247421
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	9	1.5761821366024518	0.008446557677340443	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	418	17	2164	2.7407824373768648	0.9999999571201577	0.9663913834268921	13.570421097853336
INTERPRO	IPR015919:Cadherin-like	9	1.5761821366024518	0.00858887848255773	56098, 2195, 8642, 56105, 64072, 56111, 56121, 54510, 27253	447	17	2309	2.734701934465061	0.9996963974043656	0.8020930271117297	12.645391757595592
UP_SEQ_FEATURE	domain:PH 1	6	1.0507880910683012	0.009107900150496749	4651, 5335, 9855, 5924, 389072, 7204	457	8	2343	3.8451859956236323	0.9999993438164552	0.8312949173667336	14.161141483232864
INTERPRO	IPR011993:Pleckstrin homology-like domain	24	4.203152364273205	0.009524402330660717	400745, 57569, 23637, 10818, 6655, 4651, 323, 8618, 7409, 64759, 200734, 5924, 23348, 400224, 57679, 25851, 23001, 23263, 5335, 9855, 7094, 389072, 7204, 8897	447	74	2309	1.6753128967894069	0.9998748849072555	0.7763589013802156	13.928411419251796
UP_SEQ_FEATURE	repeat:ANK 2	16	2.8021015761821366	0.009536580583066839	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	457	42	2343	1.953110346983432	0.99999966533264	0.8092288949734783	14.778800616577136
UP_SEQ_FEATURE	repeat:ANK 1	16	2.8021015761821366	0.009536580583066839	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	457	42	2343	1.953110346983432	0.99999966533264	0.8092288949734783	14.778800616577136
UP_KEYWORDS	ANK repeat	16	2.8021015761821366	0.009549669579252466	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	459	42	2353	1.9528996783898744	0.9590466433369255	0.47221395776971775	12.213696591512257
UP_KEYWORDS	Receptor	28	4.903677758318739	0.009683426450223624	781, 79664, 10818, 4308, 6262, 1128, 2899, 58513, 3416, 9320, 4074, 1138, 1139, 23210, 1136, 9293, 28964, 9815, 55576, 8001, 91584, 11188, 23284, 80036, 4919, 84918, 5789, 6653	459	90	2353	1.5948680706850642	0.9608476577380104	0.41728040166731273	12.374500951148892
UP_SEQ_FEATURE	compositionally biased region:Poly-Ser	22	3.852889667250438	0.010663931684393713	151613, 55852, 60509, 64759, 121665, 3782, 25, 57521, 5458, 57522, 51366, 9371, 25851, 288, 23499, 23001, 9480, 7175, 10274, 9855, 8443, 7204	457	66	2343	1.7089715536105032	0.9999999431122315	0.8114172824302971	16.38324959692089
UP_SEQ_FEATURE	repeat:ANK 5	12	2.1015761821366024	0.011684413368244268	288, 26057, 26115, 57534, 84079, 57524, 9881, 142689, 57182, 1612, 602, 142678	457	28	2343	2.1972491403563614	0.9999999885811319	0.8103443731692744	17.811074641620806
UP_KEYWORDS	Guanine-nucleotide releasing factor	12	2.1015761821366024	0.011696752786903035	57221, 6655, 23263, 9855, 7409, 9732, 5924, 84079, 8925, 23348, 7204, 57679	459	28	2353	2.197012138188609	0.9801187343917712	0.4286258669452192	14.762221456943891
UP_SEQ_FEATURE	repeat:ANK 4	13	2.276707530647986	0.012972304127910327	26057, 57534, 57524, 9881, 288, 26115, 84079, 1612, 142689, 57182, 55608, 142678, 602	457	32	2343	2.082809080962801	0.9999999984987549	0.8160480898701774	19.580343021284797
UP_KEYWORDS	Ion channel	13	2.276707530647986	0.012986775399183892	338567, 781, 1138, 1139, 1136, 4308, 3782, 6262, 8001, 2899, 80333, 80036, 80727	459	32	2353	2.082584422657952	0.9871308590027393	0.4196450474780773	16.260299868424035
INTERPRO	IPR001452:Src homology-3 domain	14	2.4518388791593697	0.013097469082820185	27352, 84959, 7409, 9732, 25, 54440, 57524, 57522, 6709, 9743, 23263, 5335, 4356, 7204	447	36	2309	2.008824260502113	0.999995797258301	0.8294179840134397	18.66811010746664
UP_KEYWORDS	SH3 domain	14	2.4518388791593697	0.013970899442097971	27352, 84959, 7409, 9732, 25, 54440, 57524, 57522, 6709, 23499, 9743, 5335, 4356, 7204	459	36	2353	1.9935850883563304	0.990768316793421	0.4058171682323368	17.386703048008513
GOTERM_BP_DIRECT	GO:0007411~axon guidance	8	1.4010507880910683	0.014460984693462424	9378, 288, 3798, 323, 4089, 5458, 6477, 6709	418	15	2164	2.761084529505582	0.9999999999997773	0.9922147259625742	22.154645832328633
UP_KEYWORDS	Autophagy	15	2.626970227670753	0.014692533717410385	84557, 57724, 29979, 22933, 10193, 25, 9927, 26100, 25851, 9821, 23001, 54472, 120892, 9706, 55626	459	40	2353	1.922385620915033	0.992765631137739	0.38914228279906027	18.203729850877405
UP_KEYWORDS	Alternative splicing	329	57.61821366024519	0.015158618489339519	56098, 146057, 23131, 51571, 65258, 27067, 79809, 5636, 80208, 56916, 51773, 55230, 219736, 55854, 145567, 55852, 55227, 25, 26, 51366, 7337, 1982, 201965, 5359, 92017, 23263, 8727, 63929, 4122, 7175, 8315, 5218, 10724, 2218, 80724, 7204, 80727, 253738, 80728, 1457, 23637, 5250, 146556, 64072, 55210, 125488, 4641, 2975, 23014, 2977, 84886, 54472, 2976, 8239, 8443, 55660, 22920, 6477, 55108, 64080, 23523, 124930, 79831, 323, 324, 284697, 158747, 23002, 23001, 23284, 5335, 28231, 7322, 23382, 23385, 80304, 27291, 374986, 2820, 54676, 1837, 5128, 9079, 200734, 55275, 5910, 9201, 2899, 23178, 2678, 56105, 254065, 23230, 6397, 57282, 4077, 10061, 284161, 51133, 10659, 55608, 10231, 4651, 5927, 201163, 64579, 23161, 23541, 4745, 10376, 51126, 6198, 8450, 85439, 4163, 9487, 10051, 84557, 55761, 65981, 8618, 9099, 2232, 55255, 84455, 1499, 128387, 23352, 80333, 9320, 4326, 30845, 55626, 84461, 47, 4673, 54901, 26958, 9732, 23348, 28964, 10989, 8602, 389840, 5529, 8803, 29117, 56111, 10787, 11319, 23049, 57182, 10452, 4141, 8533, 4308, 64943, 51005, 54510, 9927, 57679, 22878, 288, 730094, 8930, 652991, 9931, 23077, 389072, 130507, 85015, 8396, 400745, 57569, 9441, 54629, 79699, 7409, 200576, 57020, 56850, 8394, 54919, 79154, 125058, 9743, 80036, 57169, 51433, 7551, 10144, 23061, 1612, 83891, 91010, 64137, 5144, 29979, 8945, 25988, 1128, 94005, 51108, 81554, 23198, 28996, 58513, 10274, 3416, 23327, 10111, 55069, 196528, 63874, 9429, 23098, 51400, 23321, 9378, 26057, 29966, 79034, 394, 26275, 55170, 80255, 1118, 9371, 10933, 221400, 23499, 91584, 11022, 81544, 1636, 7812, 84918, 58528, 85021, 64421, 2182, 781, 5066, 6655, 56252, 57724, 1939, 22930, 121665, 1047, 3782, 10193, 22933, 8575, 6262, 10397, 56965, 80146, 9101, 128553, 55284, 54858, 3631, 9690, 142689, 55718, 9692, 203238, 57732, 1139, 23210, 64786, 60684, 1136, 636, 9818, 56950, 57521, 56165, 9815, 57522, 9821, 11188, 10102, 54867, 7511, 26115, 9960, 3181, 54862, 29883, 142678, 5789, 151613, 11276, 79664, 27352, 57700, 1889, 1954, 60509, 64759, 79269, 79066, 727957, 27253, 1025, 6709, 26100, 5189, 51061, 84364, 9854, 9855, 10902, 80762, 8897, 2040, 195814, 26503, 22828, 25851, 171586, 9135, 8001, 114781, 4919, 84253, 2531	459	1583	2353	1.0654282910609318	0.9938202040796559	0.3702336279710374	18.727440906338742
UP_SEQ_FEATURE	repeat:ANK 9	8	1.4010507880910683	0.015292364303399938	288, 26057, 26115, 57534, 84079, 57182, 1612, 142678	457	15	2343	2.734354485776805	0.9999999999614373	0.8418985113026063	22.677573096104485
INTERPRO	IPR000569:HECT	7	1.2259194395796849	0.01615345010055883	23327, 9320, 8925, 8924, 9690, 51366, 7337	447	12	2309	3.0132363907531694	0.9999997715466069	0.8521403405530575	22.52687962857417
INTERPRO	IPR000219:Dbl homology (DH) domain	7	1.2259194395796849	0.01615345010055883	6655, 23263, 9855, 7409, 5924, 7204, 57679	447	12	2309	3.0132363907531694	0.9999997715466069	0.8521403405530575	22.52687962857417
UP_KEYWORDS	Calmodulin-binding	10	1.7513134851138354	0.016518258205234303	23352, 29904, 4651, 29966, 3782, 5924, 6262, 4641, 1612, 6709	459	22	2353	2.3301643889879187	0.9960989773662534	0.370109769578036	20.237492007818336
GOTERM_MF_DIRECT	GO:0005089~Rho guanyl-nucleotide exchange factor activity	7	1.2259194395796849	0.01661005410382045	6655, 23263, 9855, 7409, 5924, 7204, 57679	424	12	2177	2.9950864779874213	0.9999747254919589	0.8796249329071558	22.05267088669024
INTERPRO	IPR009091:Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	6	1.0507880910683012	0.016701154913034796	81554, 8925, 23077, 8924, 51366, 57679	447	9	2309	3.443698732289336	0.9999998645709607	0.8274730811259733	23.20008541690406
UP_SEQ_FEATURE	domain:HECT	7	1.2259194395796849	0.016762422055817187	23327, 9320, 8925, 8924, 9690, 51366, 7337	457	12	2343	2.9907002188183807	0.9999999999962279	0.8472289045998276	24.581651592705178
UP_SEQ_FEATURE	domain:EF-hand	6	1.0507880910683012	0.017251248175380506	5335, 58513, 23158, 23061, 30845, 85021	457	9	2343	3.4179431072210065	0.9999999999982601	0.8355494134563999	25.204971386581864
GOTERM_BP_DIRECT	GO:0016477~cell migration	11	1.926444833625219	0.017512318558201123	2195, 91010, 6198, 5335, 1464, 64759, 324, 25, 55660, 2028, 8394	418	26	2164	2.1902834008097165	0.9999999999999996	0.9935768685245661	26.196243063161994
UP_KEYWORDS	Cell adhesion	14	2.4518388791593697	0.017832404109735862	9378, 56098, 64072, 10893, 2319, 56121, 25, 54510, 27253, 1499, 2195, 8642, 56105, 56111	459	37	2353	1.9397044102926455	0.9975007751452125	0.36928787609301206	21.672277947566855
UP_SEQ_FEATURE	repeat:ANK 6	11	1.926444833625219	0.018786141401176647	288, 26057, 26115, 57534, 84079, 57524, 9881, 57182, 1612, 602, 142678	457	26	2343	2.169079279582562	0.9999999999998471	0.8418689152248787	27.130839240329795
GOTERM_BP_DIRECT	GO:0006281~DNA repair	14	2.4518388791593697	0.020657671866496384	3508, 25988, 1025, 5536, 51366, 8930, 23198, 55284, 9960, 10111, 9320, 23049, 85015, 142	418	38	2164	1.9073281289347772	1.0	0.9945845894582983	30.15498592473954
INTERPRO	IPR008936:Rho GTPase activation protein	8	1.4010507880910683	0.02184070706507717	57569, 91584, 9743, 394, 5361, 10144, 57522, 80728	447	16	2309	2.582774049217002	0.9999999990123557	0.8742638794270964	29.255935715042767
UP_SEQ_FEATURE	transmembrane region	106	18.563922942206652	0.02258296078031536	56098, 4308, 65258, 10893, 54510, 9927, 747, 25829, 80208, 90701, 2650, 130507, 55852, 5361, 23505, 57020, 5359, 4122, 92293, 80036, 2218, 23061, 80727, 51439, 64137, 5250, 64072, 1128, 284339, 94005, 57221, 23190, 55069, 9429, 338567, 9378, 1464, 10184, 51280, 158747, 80255, 91584, 10129, 28231, 23284, 81544, 1636, 23385, 84918, 374986, 2182, 781, 5066, 57633, 121665, 1047, 3782, 6262, 80146, 2899, 2195, 2678, 56105, 8642, 57282, 80142, 55717, 284161, 4074, 1138, 1139, 9955, 1136, 64579, 9293, 78999, 54867, 9487, 6653, 5789, 8720, 1889, 1954, 56121, 27253, 84749, 23352, 51061, 9854, 2028, 80762, 2040, 195814, 26503, 54901, 10989, 55576, 6857, 171586, 8001, 201232, 56111, 4919, 10787, 2531, 2137	457	458	2343	1.1865785022885154	0.9999999999999997	0.8763996755519493	31.696441383384666
